feature,importance
BLK_DEV_IO_TRACE,0.0020120828
X86_AMD_FREQ_SENSITIVITY,0.0
PATA_TOSHIBA,0.0
ATH9K_RFKILL,0.0
SERIAL_CONEXANT_DIGICOLOR_CONSOLE,1.1435501e-05
DVB_USB_DIBUSB_MB,0.00027878693
CROS_EC_CHARDEV,2.4164869e-05
KPROBE_EVENTS,0.005798971
X86_GX_SUSPMOD,0.0
PATA_TRIFLEX,0.0
ATH9K_CHANNEL_CONTEXT,0.0
SERIAL_ST_ASC,0.0
DAVINCI_WATCHDOG,0.0
DVB_DIB3000MB,0.0
RTC_SYSTOHC,3.3825323e-05
CROS_EC_LPC,0.0001453788
PROBE_EVENTS,3.816059e-05
X86_SPEEDSTEP_CENTRINO,0.0
BINFMT_MISC,8.690689e-06
PATA_VIA,0.0
ATH9K_PCOEM,0.0002182749
SERIAL_ST_ASC_CONSOLE,0.0
DVB_USB_DIBUSB_MB_FAULTY,0.0
CROS_EC_LPC_MEC,0.0
UPROBE_EVENTS,0.0
X86_SPEEDSTEP_CENTRINO_TABLE,0.0
ATH9K_HTC_DEBUGFS,0.0
SERIAL_MEN_Z135,0.0
RN5T618_WATCHDOG,2.440739e-05
DVB_USB_DIBUSB_MC,0.00015846721
RTC_DEBUG,0.0
CROS_KBD_LED_BACKLIGHT,6.643517e-06
BPF_EVENTS,1.677383e-05
X86_SPEEDSTEP_ICH,1.5254107e-05
IA32_AOUT,0.0010067692
PATA_WINBOND,0.0
MFD_RN5T618,0.0011599576
DVB_USB_DIB0700,5.0196995e-06
RTC_NVMEM,0.0
HAVE_CLK_PREPARE,0.00024640484
MCB,6.0483044e-06
FUNCTION_PROFILER,3.5637313e-05
X86_SPEEDSTEP_SMI,0.0
X86_X32,0.00022192016
ATH9K_HWRNG,0.0
SUNXI_WATCHDOG,0.0
DVB_DIB7000P,0.0
RTC_INTF_SYSFS,2.3153327e-05
COMMON_CLK_WM831X,4.079085e-06
FTRACE_MCOUNT_RECORD,5.8423415e-05
X86_P4_CLOCKMOD,1.9128343e-05
COMPAT_FOR_U64_ALIGNMENT,3.0725987e-06
PATA_CMD640_PCI,0.0
HW_RANDOM,1.2264738e-05
DVB_DIB7000M,0.0
RTC_INTF_PROC,0.0
FTRACE_SELFTEST,2.1764676e-05
X86_CPUFREQ_NFORCE2,0.0
SYSVIPC_COMPAT,1.6498058e-06
CARL9170,0.0
TWL4030_WATCHDOG,1.6095332e-07
DVB_DIB8000,4.0849375e-08
RTC_INTF_DEV,7.8408995e-08
COMMON_CLK_VERSATILE,0.0
FTRACE_STARTUP_TEST,0.0
X86_LONGRUN,0.0
HAVE_ATOMIC_IOMAP,0.0
CARL9170_LEDS,0.0
SERIAL_STM32,0.0
STMP3XXX_RTC_WATCHDOG,0.0
DVB_TUNER_DIB0070,1.4980586e-05
RTC_INTF_DEV_UIE_EMUL,0.0
CLK_SP810,0.0
EVENT_TRACE_TEST_SYSCALLS,6.751403e-05
X86_LONGHAUL,0.0
CARL9170_DEBUGFS,0.01347577
SERIAL_STM32_CONSOLE,0.0
DVB_TUNER_DIB0090,0.0
RTC_DRV_TEST,7.259262e-05
RTC_DRV_STMP,1.1765708e-05
MMIOTRACE,6.158904e-05
NLATTR,0.0013116597
PATA_MPIIX,0.0
CARL9170_WPC,0.0
SERIAL_MVEBU_UART,0.0
NUC900_WATCHDOG,4.1840963e-08
MEDIA_TUNER_MT2266,6.811222e-05
RTC_DRV_88PM860X,8.156656e-05
COMMON_CLK_MAX77686,2.5679907e-05
GENERIC_NET_UTILS,0.0
PATA_NS87410,0.0
CARL9170_HWRNG,0.0
SERIAL_MVEBU_CONSOLE,0.0
TS4800_WATCHDOG,0.0
MEDIA_TUNER_XC4000,1.3095919e-05
RTC_DRV_88PM80X,2.208969e-05
COMMON_CLK_RK808,0.0
TRACING_MAP,0.00023702985
X86_SPEEDSTEP_LIB,0.0
COMPAT_NETLINK_MESSAGES,0.0
PATA_OPTI,0.0
ATH6KL,0.0
SERIAL_OWL,0.0
DVB_USB_UMT_010,0.0
RTC_DRV_ABB5ZES3,0.0
COMMON_CLK_HI655X,0.0
HIST_TRIGGERS,0.0
X86_SPEEDSTEP_RELAXED_CAP_CHECK,0.0
WEXT_CORE,0.0
ATH6KL_SDIO,0.0
TS72XX_WATCHDOG,0.0
DVB_MT352,0.0
RTC_DRV_ABX80X,9.187237e-06
COMMON_CLK_SI5351,4.3463947e-06
NET_INGRESS,0.0004463661
ATH6KL_USB,0.0
SERIAL_OWL_CONSOLE,0.0
DVB_USB_CXUSB,0.0
COMMON_CLK_SI514,3.451752e-05
TRACEPOINT_BENCHMARK,0.0
DRM_VIA,0.0
SND_HDA_CODEC_ANALOG,0.0
DRM_SAVAGE,1.431492e-05
SND_HDA_CODEC_SIGMATEL,0.0
FB_NOTIFY,0.0
SND_HDA_CODEC_VIA,0.0
FIRMWARE_EDID,2.3347886e-05
SND_HDA_CODEC_HDMI,0.0
FB_DDC,0.0032603196
SND_HDA_CODEC_CIRRUS,0.0
FB_BOOT_VESA_SUPPORT,0.0
SND_HDA_CODEC_CONEXANT,1.0532794e-05
SND_HDA_CODEC_CA0110,0.0
FB_FOREIGN_ENDIAN,8.83069e-06
SND_HDA_CODEC_CA0132,0.0
SND_HDA_CODEC_CA0132_DSP,5.8970327e-05
FB_BOTH_ENDIAN,0.0
SND_HDA_DSP_LOADER,0.0
SND_HDA_CODEC_CMEDIA,0.0
FB_HECUBA,0.0
SND_HDA_CODEC_SI3054,0.0
FB_SVGALIB,0.0
SND_HDA_I915,0.0
FB_MODE_HELPERS,1.307311e-05
SND_HDA_EXT_CORE,0.0
FB_TILEBLITTING,2.2226397e-05
MICROCODE_OLD_INTERFACE,1.374341e-05
SCSI_CONSTANTS,0.00013748459
ADIS16203,0.0
MCB_PCI,0.0
X86_MSR,3.1369887e-05
MTD_MT81xx_NOR,2.6872865e-05
SCSI_LOGGING,1.4302241e-05
ADIS16209,0.0
MCB_LPC,8.539053e-05
X86_CPUID,1.626855e-05
MTD_SPI_NOR_USE_4K_SECTORS,1.3392437e-05
SCSI_SCAN_ASYNC,0.0
SOC_RENESAS,0.0
HIGHMEM4G,0.0
SPI_ASPEED_SMC,0.0
SCSI_SPI_ATTRS,0.0009532891
ADIS16240,0.0
RST_RCAR,0.0
NOHIGHMEM,0.0
SCSI_FC_ATTRS,0.0004971902
AD7606,1.1128454e-05
HIGHMEM64G,0.0
SCSI_ISCSI_ATTRS,0.0017205467
SPI_BCM63XX,0.0
IIO_TRIGGERED_BUFFER,0.0
VMSPLIT_3G,0.00027586392
SPI_CADENCE_QUADSPI,0.0
SCSI_SAS_LIBSAS,8.197083e-05
SPI_BCM63XX_HSSPI,0.0
AD7606_IFACE_PARALLEL,2.2186284e-06
SYSC_R8A7743,0.0
SPI_FSL_QUADSPI,0.0
SCSI_SAS_ATA,0.0
SPI_BCM_QSPI,0.0
AD7606_IFACE_SPI,0.0
SYSC_R8A7745,0.0
RAS_CEC,0.0
VMSPLIT_2G,0.0
SPI_HISI_SFC,0.0
ATA,6.572187e-05
AD7780,0.0
SYSC_R8A7779,0.0
THUNDERBOLT,3.7417965e-05
SPI_NXP_SPIFI,0.0
SCSI_SAS_HOST_SMP,9.629644e-06
SPI_BUTTERFLY,0.0
SYSC_R8A7790,0.0
AD_SIGMA_DELTA,0.00023810953
APPLE_PROPERTIES,0.0
SCSI_SRP_ATTRS,0.0
SPI_CADENCE,3.1911262e-05
AD7816,0.0
SYSC_R8A7791,0.0
ANDROID_BINDER_IPC,1.55705e-05
SPI_INTEL_SPI,0.0
SCSI_LOWLEVEL,5.4216427e-05
SPI_CLPS711X,0.0
AD7192,0.0
SYSC_R8A7792,0.0
SPI_INTEL_SPI_PLATFORM,0.0
ISCSI_TCP,0.0
AD7280,0.0
SYSC_R8A7794,0.0
SPI_STM32_QUADSPI,0.0
ADT7316,4.5452475e-06
SYSC_R8A7795,0.0
ANDROID_BINDER_IPC_32BIT,0.0
CRYPTO_CRC32C,8.66232e-06
ISCSI_BOOT_SYSFS,7.202534e-05
SYSC_R8A7796,0.0
BLK_DEV_PMEM,0.00022868376
MTD_UBI,0.0
SCSI_CXGB3_ISCSI,0.0
ADT7316_SPI,0.0
SYSC_RCAR,0.0
ND_BTT,0.0
ETHERNET,0.0
SPI_DESIGNWARE,0.0
ADT7316_I2C,0.0
ROCKCHIP_GRF,0.00021224197
BTT,0.0
GENERIC_ISA_DMA,3.1415733e-05
TOUCHSCREEN_ELO,0.0
VIDEO_STM32_DCMI,0.0
HARDLOCKUP_CHECK_TIMESTAMP,0.0
HAVE_ACPI_APEI,0.0030551949
ISA_DMA_API,0.0
TOUCHSCREEN_WACOM_W8001,4.196092e-06
GENERIC_BUG,5.837655e-05
HAVE_ACPI_APEI_NMI,0.0
SOC_CAMERA,0.0
BUG,0.0
HAVE_ALIGNED_STRUCT_PAGE,0.0
TOUCHSCREEN_WACOM_I2C,0.0
SOC_CAMERA_SCALE_CROP,0.0
GENERIC_BUG_RELATIVE_POINTERS,2.5317562e-05
SLUB,0.0
SOC_CAMERA_PLATFORM,0.0
VIDEO_SH_MOBILE_CEU,0.0
ARCH_MAY_HAVE_PC_FDC,0.0
HAVE_ARCH_HUGE_VMAP,0.0
VIDEO_SAMSUNG_EXYNOS4_IS,0.0
X86_PAE,0.0
TOUCHSCREEN_MAX11801,0.00020692093
PINCTRL_STM32,1.0375883e-05
VIDEO_EXYNOS4_IS_COMMON,5.569622e-06
TOUCHSCREEN_MCS5000,1.123956e-05
PINCTRL_STM32F429,4.382158e-06
VIDEO_S5P_FIMC,0.0
TOUCHSCREEN_MMS114,1.0169098e-06
VIDEO_S5P_MIPI_CSIS,0.0
HAVE_ARCH_KASAN,6.645017e-05
SPARSEMEM_VMEMMAP,0.0
TOUCHSCREEN_MELFAS_MIP4,5.3356703e-06
PINCTRL_STM32F469,0.0
B44,0.000190153
TOUCHSCREEN_MTOUCH,0.0
TOUCHSCREEN_IMX6UL_TSC,0.00011347053
PINCTRL_STM32F746,0.0
SSB,3.5550707e-05
TOUCHSCREEN_INEXIO,5.81618e-06
B44_PCI_AUTOSELECT,0.0
TOUCHSCREEN_MK712,0.0
PINCTRL_STM32H743,0.0
SSB_PCIHOST_POSSIBLE,0.0
HAVE_ARCH_MMAP_RND_COMPAT_BITS,0.0
SSB_PCIHOST,0.00011708029
COMPAT,0.0
B44_PCICORE_AUTOSELECT,0.0
VIDEO_EXYNOS4_FIMC_IS,0.0
IP_SET_HASH_NETPORTNET,0.0
NETXEN_NIC,0.0
HISAX_EURO,0.0
UIO_AEC,0.0
NFS_FS,4.397168e-05
MODULE_FORCE_LOAD,1.0278403e-06
IP_SET_HASH_NET,0.0
QED_SRIOV,0.0
DE_AOC,0.0
UIO_SERCOS3,0.0
LOCKD,2.086835e-05
CRYPTO_DES3_EDE_X86_64,0.00029147015
MODULE_UNLOAD,2.5134566e-05
IP_SET_HASH_NETNET,0.0
QEDE,1.820152e-05
HISAX_NO_SENDCOMPLETE,0.0
UIO_PCI_GENERIC,0.0
SUNRPC,0.0
CRYPTO_KHAZAD,0.0
MODULE_FORCE_UNLOAD,0.0
IP_SET_HASH_NETPORT,0.0
HISAX_NO_LLC,0.0
UIO_NETX,0.0
NFS_ACL_SUPPORT,0.0
CRYPTO_SALSA20,6.137844e-05
IP_SET_HASH_NETIFACE,0.0
QED_RDMA,0.0
HISAX_NO_KEYPAD,0.0
NFS_V3_ACL,0.0
CRYPTO_SALSA20_586,0.0
MODULE_SRCVERSION_ALL,0.0
IP_SET_LIST_SET,0.00016056109
HISAX_1TR6,0.0
NET_VENDOR_QUALCOMM,0.0
TYPEC,7.0814203e-06
NFS_V2,0.0
CRYPTO_SALSA20_X86_64,0.0
MODULE_SIG,8.574053e-06
IP_VS_IPV6,2.2942635e-05
QCA7000,0.0
HISAX_NI1,0.0
TYPEC_WCOVE,0.0
UIO_PRUSS,0.0
NFS_V3,0.0
CRYPTO_CHACHA20_X86_64,4.1001626e-05
MODULE_SIG_FORCE,0.0
IP_VS_DEBUG,0.0
QCA7000_SPI,0.0
TYPEC_UCSI,0.00018912107
UIO_MF624,5.099241e-06
NFS_V4,0.00020990033
CRYPTO_SEED,0.0
MODULE_SIG_ALL,0.0
QCA7000_UART,0.0
UCSI_ACPI,0.0
UIO_HV_GENERIC,0.0
SUNRPC_GSS,0.00042686853
CRYPTO_SERPENT,0.00013392237
MODULE_SIG_SHA1,0.0
QCOM_EMAC,0.0
HISAX_16_3,0.0
USB_LED_TRIG,0.0
VFIO_IOMMU_TYPE1,1.8174891e-05
NFS_SWAP,0.0
CRYPTO_SERPENT_SSE2_X86_64,0.0
IP_VS_PROTO_TCP,0.0
NET_VENDOR_REALTEK,0.0
HISAX_TELESPCI,0.0
UWB_I1480U,0.0
VFIO,0.0
SUNRPC_SWAP,0.0
CRYPTO_SHA1,3.6135283e-05
CRYPTO_SERPENT_SSE2_586,0.0
IP_VS_PROTO_UDP,0.0
ATP,0.0
MMC_DEBUG,2.4129433e-06
NFS_V4_1,0.0
CRYPTO_SERPENT_AVX_X86_64,1.2261352e-05
IP_VS_PROTO_AH_ESP,0.0
8139CP,0.0
HISAX_S0BOX,0.0
SUNRPC_BACKCHANNEL,0.0
CRYPTO_SHA256,0.0
CRYPTO_SERPENT_AVX2_X86_64,0.00033912342
IP_VS_PROTO_ESP,0.0
HISAX_AVM_A1,0.0
8139TOO,0.0
PWRSEQ_EMMC,1.7359123e-05
NFS_V4_2,0.0
CRYPTO_TEA,0.0
IP_VS_PROTO_AH,0.0
8139TOO_PIO,0.0
HISAX_FRITZPCI,0.0
PWRSEQ_SD8787,0.0
VFIO_VIRQFD,6.2794585e-05
PNFS_FILE_LAYOUT,5.6239824e-05
CRYPTO_TWOFISH,6.407527e-05
IP_VS_PROTO_SCTP,1.7052433e-05
8139TOO_TUNE_TWISTER,0.0
HISAX_AVM_A1_PCMCIA,0.0
PWRSEQ_SIMPLE,9.387648e-05
PNFS_BLOCK,0.0
CRYPTO_SHA512,0.0
CRYPTO_TWOFISH_COMMON,0.0
IP_VS_RR,0.0
8139TOO_8129,0.0
HISAX_ELSA,0.0
MMC_BLOCK,7.734199e-06
PNFS_FLEXFILE_LAYOUT,0.0
CRYPTO_TWOFISH_586,0.0
NFC_MICROREAD,0.0
CHARGER_BQ24257,3.45635e-05
SND_SOC_SSM4567,0.0
BH1780,2.9109035e-05
ZONE_DMA32,0.0
NFC_MICROREAD_I2C,0.0
CHARGER_BQ24735,0.0
CM32181,0.00045455425
AUDIT_ARCH,0.0
NFC_MICROREAD_MEI,0.0
CHARGER_BQ25890,7.651196e-05
SND_SOC_INTEL_SKL_NAU88L25_MAX98357A_MACH,0.0
CM3232,0.0006815214
NFC_MRVL,0.0
CHARGER_SMB347,0.0
CM3323,0.0
NFC_MRVL_USB,0.00081722724
CHARGER_TPS65090,0.0
CM3605,0.0
NFC_MRVL_UART,0.0005092357
MFD_TPS65090,2.0137559e-05
FB_SSD1307,0.0
CM36651,0.0
NFC_MRVL_I2C,0.0
CHARGER_TPS65217,0.00019074394
FB_SM712,0.0
IIO_CROS_EC_LIGHT_PROX,5.916627e-05
KASAN,0.003981604
NFC_MRVL_SPI,0.0
BATTERY_GAUGE_LTC2941,0.0
SND_SOC_CS42XX8_I2C,0.0
GP2AP020A00F,2.7869942e-06
NFC_ST21NFCA,0.0
LCD_L4F00242T03,4.5409593e-06
SND_SOC_BT_SCO,1.6702923e-05
SENSORS_ISL29018,1.2960332e-05
NFC_ST21NFCA_I2C,0.0
LCD_LMS283GF05,4.3501637e-05
HAVE_INTEL_TXT,0.0
NFC_ST_NCI,0.0
LCD_LTV350QV,8.2470666e-05
SENSORS_ISL29028,2.1204001e-05
X86_32_SMP,1.7477767e-05
NFC_ST_NCI_I2C,0.0
BATTERY_GOLDFISH,2.1021835e-06
LCD_ILI922X,0.00012947172
ISL29125,0.00018555688
X86_64_SMP,1.1139981e-05
NFC_ST_NCI_SPI,0.0
BATTERY_RT5033,1.4066568e-05
LCD_ILI9320,0.0
HID_SENSOR_ALS,1.2031049e-05
X86_32_LAZY_GS,0.0
NFC_NXP_NCI,0.0
MFD_RT5033,1.055219e-06
LCD_TDO24M,0.0
NFC_NXP_NCI_I2C,0.0
LCD_VGG2432A4,0.0
HID_SENSOR_PROX,0.0
NFC_S3FWRN5,9.334551e-06
CHARGER_RT9455,0.0
LCD_PLATFORM,0.0
SND_MXS_SOC,0.0
JSA1212,0.00018599196
NFC_S3FWRN5_I2C,0.0
HWMON_VID,0.0
SND_SOC_MXS_SGTL5000,0.0
RPR0521,0.0
NET_EGRESS,5.0486206e-06
HAVE_ARCH_COMPAT_MMAP_BASES,0.0
NET_L3_MASTER_DEV,0.0005361777
PATA_PCMCIA,0.0
SERIAL_DEV_CTRL_TTYPORT,0.0
ATH6KL_DEBUG,0.0
DVB_CX22702,5.9592962e-06
RTC_DRV_BRCMSTB,0.0
PACKET,0.0003115231
QRTR,0.0
PATA_PLATFORM,0.0
TTY_PRINTK,3.7471318e-06
ATH6KL_TRACING,0.0
DVB_ATBM8830,0.0
RTC_DRV_AS3722,3.067232e-05
CLKSRC_MMIO,0.0
PACKET_DIAG,0.0
QRTR_SMD,0.0
PATA_OF_PLATFORM,0.0
ATH6KL_REGDOMAIN,0.0
REGULATOR_DEBUG,2.8606892e-05
DVB_LGS8GXX,0.0
RTC_DRV_DS1307,0.00015884977
AR5523,0.0
UNIX,0.0
PATA_QDI,0.0
REGULATOR_VIRTUAL_CONSUMER,1.7519378e-05
MEDIA_TUNER_MXL5005S,0.0
RTC_DRV_DS1307_HWMON,0.0
RPMSG,0.0
WIL6210,0.0
UNIX_DIAG,0.0
HAVE_ARCH_TRANSPARENT_HUGEPAGE_PUD,0.0
NET_NCSI,0.0
PATA_LEGACY,0.0
REGULATOR_USERSPACE_CONSUMER,0.0
MEDIA_TUNER_MAX2165,0.0
RTC_DRV_DS1307_CENTURY,0.00068772637
TLS,0.00017381588
HAVE_ARCH_VMAP_STACK,0.0
RPS,0.0031970774
WIL6210_ISR_COR,0.0
PRINTER,0.00015572851
REGULATOR_88PM800,0.0
DVB_USB_M920X,0.0
RTC_DRV_DS1374,0.0
WIL6210_TRACING,0.0
INET,0.009121364
RFS_ACCEL,0.0
LP_CONSOLE,0.00025566452
REGULATOR_88PM8607,5.346068e-07
DVB_TDA1004X,0.0
RTC_DRV_DS1374_WDT,0.0
ATH10K,0.0
PATA_RZ1000,0.0
PPDEV,8.5534615e-05
REGULATOR_ACT8865,0.0
MEDIA_TUNER_QT1010,0.0
RTC_DRV_DS1672,0.0
CRYPTO_AES,0.0
CPU_RMAP,0.0
XPS,0.0014373489
ATH10K_PCI,1.6687754e-05
HVC_DRIVER,1.1382387e-05
REGULATOR_ACT8945A,0.0
MEDIA_TUNER_TDA827X,1.29903665e-05
RTC_DRV_HYM8563,4.3832424e-05
CRYPTO_GCM,0.0
ATH10K_AHB,0.0
XFRM,0.0
HWBM,0.0
HVC_IRQ,0.0
REGULATOR_AD5398,0.0
RTC_DRV_LP8788,6.2965584e-05
ATH10K_SDIO,0.0
HAVE_CONTEXT_TRACKING,0.0
CGROUP_NET_PRIO,0.0022145456
GRO_CELLS,0.005466634
PATA_WINBOND_VLB,0.0
REGULATOR_AAT2870,0.0
DVB_USB_DIGITV,0.0
RTC_DRV_MAX6900,3.6424651e-06
ATH10K_DEBUG,0.0
XFRM_OFFLOAD,0.0
NET_RX_BUSY_POLL,0.0
PATA_ACPI,0.0
REGULATOR_AB3100,0.0
DVB_NXT6000,0.0
RTC_DRV_MAX8907,0.0
ATH10K_DEBUGFS,0.0
XFRM_ALGO,0.011942691
BQL,0.00061740604
ATA_GENERIC,0.0
REGULATOR_ARIZONA_LDO1,0.0
DVB_USB_VP7045,0.0
RTC_DRV_MAX8925,0.0
XFRM_USER,0.0
MD,0.0
ATH10K_TRACING,0.0
REGULATOR_ARIZONA_MICSUPP,0.0
DVB_USB_VP702X,0.0
RTC_DRV_MAX8998,0.0
DQL,0.0
XFRM_SUB_POLICY,8.1108585e-05
BPF_JIT,0.0
BLK_DEV_MD,0.0001741794
ATH10K_DFS_CERTIFIED,0.0
REGULATOR_AS3711,6.837878e-05
DVB_USB_GP8PSK,0.0
RTC_DRV_MAX8997,0.0
WCN36XX,1.6826238e-05
XFRM_MIGRATE,5.8532238e-05
MD_AUTODETECT,0.0
REGULATOR_AS3722,0.0
DVB_USB_NOVA_T_USB2,0.0
RTC_DRV_MAX77686,0.0
WCN36XX_DEBUGFS,0.0028184291
XFRM_STATISTICS,0.0
NET_FLOW_LIMIT,0.0
MD_LINEAR,0.0
HVC_XEN,0.0
REGULATOR_AXP20X,0.0
DVB_USB_TTUSB2,1.5358653e-05
RTC_DRV_RK808,0.0
HIGHMEM,0.0
MAX63XX_WATCHDOG,0.0
USB_STORAGE_FREECOM,0.00049894536
ARCH_PHYS_ADDR_T_64BIT,0.0
MAX77620_WATCHDOG,0.0
USB_STORAGE_ISD200,6.3458196e-05
ARCH_DMA_ADDR_T_64BIT,0.0
IMX2_WDT,5.5312477e-05
USB_STORAGE_USBAT,0.0
X86_DIRECT_GBPAGES,0.0
MTD_UBI_FASTMAP,5.1380288e-05
USB_STORAGE_SDDR09,0.0
MTD_UBI_GLUEBI,1.8992625e-05
RETU_WATCHDOG,0.0
USB_STORAGE_SDDR55,0.0
DEBUG_PAGEALLOC,0.0
MTD_UBI_BLOCK,0.0
MOXART_WDT,0.0
USB_STORAGE_JUMPSHOT,0.0
KMEMCHECK,1.3814223e-05
AMD_NUMA,0.00033299008
DTC,0.0
SIRFSOC_WATCHDOG,0.0
USB_STORAGE_ALAUDA,0.0
OF_UNITTEST,0.0
ST_LPC_WATCHDOG,0.0
USB_STORAGE_ONETOUCH,0.0
X86_64_ACPI_NUMA,0.0
TEGRA_WATCHDOG,0.0
USB_STORAGE_KARMA,0.0
ACPI_NUMA,0.0060242726
OF_IRQ,0.0
QCOM_WDT,0.0
USB_STORAGE_CYPRESS_ATACB,0.0
NODES_SPAN_OTHER_NODES,0.0
OF_RESOLVE,0.0
MESON_GXBB_WATCHDOG,0.0
USB_STORAGE_ENE_UB6250,1.6151736e-05
NUMA_EMU,0.0
OF_ALL_DTBS,0.0
MESON_WATCHDOG,0.0
REGULATOR,6.642104e-05
USB_UAS,0.0
OF_FLATTREE,0.0
MEDIATEK_WATCHDOG,2.3883906e-05
USB_MDC800,0.0
DIGICOLOR_WATCHDOG,0.0
USB_MICROTEK,5.2990406e-05
LIBFDT,0.0
OF_ADDRESS,0.0
LPC18XX_WATCHDOG,0.0
USBIP_CORE,0.0
NEED_MULTIPLE_NODES,4.816048e-05
OF_ADDRESS_PCI,5.6390098e-05
ATLAS7_WATCHDOG,0.0
USBIP_VHCI_HCD,0.00012274452
OF_NET,0.0
HWMON_DEBUG_CHIP,4.470493e-05
SSB_DRIVER_PCICORE_POSSIBLE,0.0
ROCKCHIP_PM_DOMAINS,0.0
ND_PFN,0.00014618202
RING_BUFFER_BENCHMARK,0.0
SSB_DRIVER_PCICORE,0.0
AD7150,0.0
SOC_SAMSUNG,4.2404267e-07
NVDIMM_PFN,0.0022286442
RING_BUFFER_STARTUP_TEST,1.8006835e-05
B44_PCI,0.0
SENSORS_ABITUGURU,0.0
ND_BLK,0.0
TRACE_EVAL_MAP_FILE,0.0
TOUCHSCREEN_HTCPEN,0.0
SENSORS_ABITUGURU3,1.4474814e-05
AD7152,0.0
ND_CLAIM,1.0687259e-05
TRACING_EVENTS_GPIO,4.2034903e-06
TOUCHSCREEN_PENMOUNT,1.3509355e-06
BCMGENET,0.0
SENSORS_AD7314,5.4509346e-05
AD7746,5.97381e-05
EXYNOS_PM_DOMAINS,0.0
NVDIMM_DAX,0.0
LKDTM,0.00014022602
TOUCHSCREEN_EDT_FT5X06,0.0
BNX2,0.00020733011
SENSORS_AD7414,1.6583566e-06
AD9832,0.0
DEV_DAX,7.96589e-06
TEST_LIST_SORT,0.0
TOUCHSCREEN_MIGOR,0.0
SENSORS_AD7418,0.0
AD9834,0.0
DEV_DAX_PMEM,0.0004921137
TEST_SORT,0.00016111525
ADIS16060,0.00024589413
NVMEM_IMX_IIM,0.0
KPROBES_SANITY_TEST,1.0785568e-05
TOUCHSCREEN_TOUCHRIGHT,9.604287e-05
TIGON3,0.00032437366
SENSORS_ADM1021,0.0
AD5933,0.0
NVMEM_IMX_OCOTP,0.0
BACKTRACE_SELF_TEST,0.0
TOUCHSCREEN_TOUCHWIN,0.0
TIGON3_HWMON,0.0
SENSORS_ADM1025,0.0
IIO_KFIFO_BUF,0.0
NVMEM_LPC18XX_EEPROM,0.0
TOUCHSCREEN_TI_AM335X_TSC,0.0
BNX2X,5.961948e-05
SENSORS_ADM1026,0.0001768613
TSL2x7x,0.0001935977
NVMEM_LPC18XX_OTP,6.1620894e-06
RBTREE_TEST,0.0
BNX2X_SRIOV,1.0412446e-05
